	Name	Path	Lev1	Lev2	Lev3
K12298	bile salt-stimulated lipase [EC:3.1.1.3 3.1.1.13]	Metabolism; Lipid metabolism; Steroid biosynthesis | Metabolism; Lipid metabolism; Glycerolipid metabolism | Organismal Systems; Digestive system; Pancreatic secretion | Organismal Systems; Digestive system; Fat digestion and absorption | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome	Metabolism	Lipid metabolism	Steroid biosynthesis
K12309	beta-galactosidase [EC:3.2.1.23]	Metabolism; Carbohydrate metabolism; Galactose metabolism | Metabolism; Lipid metabolism; Sphingolipid metabolism | Metabolism; Glycan biosynthesis and metabolism; Glycosaminoglycan degradation | Metabolism; Glycan biosynthesis and metabolism; Glycosphingolipid biosynthesis - ganglio series | Metabolism; Glycan biosynthesis and metabolism; Other glycan degradation | Cellular Processes; Transport and catabolism; Lysosome | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome	Metabolism	Glycan biosynthesis and metabolism	Galactose metabolism
K12329	protein phosphatase 1 regulatory subunit 12B	Cellular Processes; Cellular community - eukaryotes; Focal adhesion | Cellular Processes; Cell motility; Regulation of actin cytoskeleton | Organismal Systems; Endocrine system; Oxytocin signaling pathway | Organismal Systems; Circulatory system; Vascular smooth muscle contraction | Human Diseases; Cancers: Overview; Proteoglycans in cancer | Brite Hierarchies; Protein families: metabolism; Protein phosphatases and associated proteins	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K12341	adhesin YadA	Environmental Information Processing; Membrane transport; Bacterial secretion system | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system	Environmental Information Processing	Membrane transport	Bacterial secretion system
K12351	sphingomyelin phosphodiesterase 2 [EC:3.1.4.12]	Metabolism; Lipid metabolism; Sphingolipid metabolism | Environmental Information Processing; Signal transduction; Sphingolipid signaling pathway	Metabolism	Lipid metabolism	Sphingolipid metabolism
K12381	arylsulfatase G [EC:3.1.6.-]	Cellular Processes; Transport and catabolism; Lysosome	Cellular Processes	Transport and catabolism	Lysosome
K12382	saposin	Cellular Processes; Transport and catabolism; Lysosome | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome	Cellular Processes	Transport and catabolism	Lysosome
K12399	AP-3 complex subunit sigma	Cellular Processes; Transport and catabolism; Lysosome | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking	Cellular Processes	Transport and catabolism	Lysosome
K12407	glucokinase [EC:2.7.1.2]	Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Galactose metabolism | Metabolism; Carbohydrate metabolism; Starch and sucrose metabolism | Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism | Metabolism; Biosynthesis of other secondary metabolites; Streptomycin biosynthesis | Metabolism; Biosynthesis of other secondary metabolites; Neomycin, kanamycin and gentamicin biosynthesis | Organismal Systems; Endocrine system; Insulin secretion | Organismal Systems; Endocrine system; Insulin signaling pathway | Organismal Systems; Endocrine system; Glucagon signaling pathway | Organismal Systems; Endocrine system; Prolactin signaling pathway | Human Diseases; Cancers: Overview; Central carbon metabolism in cancer | Human Diseases; Endocrine and metabolic diseases; Type II diabetes mellitus | Human Diseases; Endocrine and metabolic diseases; Maturity onset diabetes of the young	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis
K12408	cholest-5-ene-3beta,7alpha-diol 3beta-dehydrogenase [EC:1.1.1.181]	Metabolism; Lipid metabolism; Primary bile acid biosynthesis	Metabolism	Lipid metabolism	Primary bile acid biosynthesis
K12432	mycolipanoate synthase [EC:2.3.1.252]	Brite Hierarchies; Protein families: metabolism; Lipid biosynthesis proteins	Brite Hierarchies	Protein families: metabolism	Lipid biosynthesis proteins
K12434	polyketide synthase 7	Brite Hierarchies; Protein families: metabolism; Lipid biosynthesis proteins	Brite Hierarchies	Protein families: metabolism	Lipid biosynthesis proteins
K12440	phthiocerol/phenolphthiocerol synthesis type-I polyketide synthase A	Brite Hierarchies; Protein families: metabolism; Lipid biosynthesis proteins	Brite Hierarchies	Protein families: metabolism	Lipid biosynthesis proteins
K12476	EH domain-containing protein 3	Cellular Processes; Transport and catabolism; Endocytosis | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking	Cellular Processes	Transport and catabolism	Endocytosis
K12525	bifunctional aspartokinase / homoserine dehydrogenase 2 [EC:2.7.2.4 1.1.1.3]	Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism | Metabolism; Amino acid metabolism; Cysteine and methionine metabolism | Metabolism; Amino acid metabolism; Lysine biosynthesis | Metabolism; Biosynthesis of other secondary metabolites; Monobactam biosynthesis	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism
K12536	ATP-binding cassette, subfamily C, bacterial exporter for protease/lipase	Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system	Brite Hierarchies	Protein families: signaling and cellular processes	ABC transporters
K12608	CCR4-NOT complex subunit CAF16	Genetic Information Processing; Folding, sorting and degradation; RNA degradation | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis	Genetic Information Processing	Folding, sorting and degradation	RNA degradation
K12621	U6 snRNA-associated Sm-like protein LSm2	Genetic Information Processing; Transcription; Spliceosome | Genetic Information Processing; Folding, sorting and degradation; RNA degradation | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis | Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Genetic Information Processing	Protein families: genetic information processing	Spliceosome
K12622	U6 snRNA-associated Sm-like protein LSm3	Genetic Information Processing; Transcription; Spliceosome | Genetic Information Processing; Folding, sorting and degradation; RNA degradation | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis | Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Genetic Information Processing	Protein families: genetic information processing	Spliceosome
K12623	U6 snRNA-associated Sm-like protein LSm4	Genetic Information Processing; Transcription; Spliceosome | Genetic Information Processing; Folding, sorting and degradation; RNA degradation | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis | Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Genetic Information Processing	Protein families: genetic information processing	Spliceosome
K12624	U6 snRNA-associated Sm-like protein LSm5	Genetic Information Processing; Transcription; Spliceosome | Genetic Information Processing; Folding, sorting and degradation; RNA degradation | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis | Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Genetic Information Processing	Protein families: genetic information processing	Spliceosome
K12625	U6 snRNA-associated Sm-like protein LSm6	Genetic Information Processing; Transcription; Spliceosome | Genetic Information Processing; Folding, sorting and degradation; RNA degradation | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis | Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Genetic Information Processing	Protein families: genetic information processing	Spliceosome
K12627	U6 snRNA-associated Sm-like protein LSm8	Genetic Information Processing; Transcription; Spliceosome | Genetic Information Processing; Folding, sorting and degradation; RNA degradation | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis | Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Genetic Information Processing	Protein families: genetic information processing	Spliceosome
K12657	delta-1-pyrroline-5-carboxylate synthetase [EC:2.7.2.11 1.2.1.41]	Metabolism; Amino acid metabolism; Arginine and proline metabolism	Metabolism	Amino acid metabolism	Arginine and proline metabolism
K12667	oligosaccharyltransferase complex subunit delta (ribophorin II)	Metabolism; Glycan biosynthesis and metabolism; N-Glycan biosynthesis | Metabolism; Glycan biosynthesis and metabolism; Various types of N-glycan biosynthesis | Genetic Information Processing; Folding, sorting and degradation; Protein processing in endoplasmic reticulum	Metabolism	Glycan biosynthesis and metabolism	N-Glycan biosynthesis
K12701	novobiocin biosynthesis protein NovH	Metabolism; Biosynthesis of other secondary metabolites; Novobiocin biosynthesis	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis
